charger_id,utilization_minutes,utilization_percent,session_duration,time_between_previous_session_minutes,NumberOfSessions,UptimeSeconds,date,id,is_queued,day_name,day_number,time,time_bin,utilization_bin,revenue_usd
2365,135,0.09375,245,12.13333333,67,28737,09/10/2024,832,FALSE,Tuesday,2,6:06:21 am,6:00 am,80,19.06888344
2365,170,0.118055556,3362,5.333333333,36,31968,08/11/2024,856,TRUE,Sunday,7,4:26:55 pm,4:00 pm,120,5.94046078
6638,181,0.125694444,91,5.05,84,36806,09/12/2024,857,TRUE,Thursday,4,10:28:02 am,10:00 am,40,3.753849872
4925,163,0.113194444,92,4.766666667,28,27811,10/01/2024,858,TRUE,Tuesday,2,3:51:13 pm,3:00 pm,140,46.8380985
2365,168,0.116666667,381,4.183333333,96,37537,09/15/24,860,TRUE,Sunday,7,3:03:29 pm,3:00 pm,80,49.9625306
1748,198,0.1375,842,3.9,37,28893,08/15/24,861,TRUE,Thursday,4,7:30:17 am,7:00 am,140,31.4648955
7131,145,0.100694444,1894,3.616666667,25,24072,08/29/24,862,TRUE,Thursday,4,3:49:04 am,3:00 am,100,66.92873262
9434,117,0.08125,1978,3.05,61,27657,08/07/2024,864,TRUE,Wednesday,3,6:34:51 am,6:00 am,140,17.11516111
2365,133,0.092361111,458,2.766666667,87,37426,09/08/2024,865,TRUE,Sunday,7,3:55:52 pm,3:00 pm,140,93.70879493
9434,153,0.10625,2518,2.483333333,43,31793,08/24/24,866,TRUE,Saturday,6,5:58:08 pm,5:00 pm,80,56.5526806
2365,107,0.074305556,853,2.2,38,30446,09/29/24,867,TRUE,Sunday,7,1:33:11 pm,1:00 pm,140,77.23337704
4925,112,0.077777778,994,1.633333333,32,30635,09/04/2024,869,TRUE,Wednesday,3,10:57:13 pm,10:00 pm,20,21.98915535
4925,109,0.075694444,937,1.35,70,31494,09/18/24,870,TRUE,Wednesday,3,1:01:38 am,1:00 am,160,57.72071797
2365,181,0.125694444,1280,1.066666667,86,27578,09/28/24,871,FALSE,Saturday,6,12:01:00 pm,12:00 pm,80,60.44056886
1748,193,0.134027778,3386,0.783333333,77,24206,08/09/2024,872,FALSE,Friday,5,9:57:12 pm,9:00 pm,160,8.097072029
7577,172,0.119444444,982,0.216666667,88,28754,09/05/2024,874,FALSE,Thursday,4,9:51:30 pm,9:00 pm,160,14.68072249
9434,121,0.084027778,1659,0.066666667,24,32469,08/01/2024,875,FALSE,Thursday,4,4:29:42 pm,4:00 pm,140,44.25152927
2365,128,0.088888889,217,0.35,80,32095,08/03/2024,876,FALSE,Saturday,6,2:46:25 pm,2:00 pm,140,94.73821607
9434,171,0.11875,3267,0.616666667,72,28153,09/14/24,877,FALSE,Saturday,6,12:36:29 pm,12:00 pm,100,77.22355967
2365,169,0.117361111,842,0.916666667,10,28525,08/04/2024,878,FALSE,Sunday,7,10:20:32 am,10:00 am,40,23.34040795
6638,166,0.115277778,2058,1.2,24,34855,08/07/2024,879,FALSE,Wednesday,3,7:55:30 pm,7:00 pm,60,3.377087931
4925,115,0.079861111,425,1.483333333,15,35395,09/28/24,880,FALSE,Saturday,6,10:49:55 pm,10:00 pm,40,72.42485589
4925,130,0.090277778,1221,1.766666667,2,30382,08/13/24,881,FALSE,Tuesday,2,1:04:19 pm,1:00 pm,140,16.10075328
2365,159,0.110416667,2767,20.56666667,97,25257,08/18/24,882,FALSE,Sunday,7,9:24:00 pm,9:00 pm,80,2.866590519
1748,200,0.138888889,3577,2.5,34,25689,08/02/2024,883,FALSE,Friday,5,2:38:40 pm,2:00 pm,140,57.47198422
7131,110,0.076388889,1084,2.6,95,27105,08/01/2024,884,FALSE,Thursday,4,4:49:18 am,4:00 am,60,85.61816614
7577,134,0.093055556,604,2.916666667,95,32764,08/05/2024,885,FALSE,Monday,1,9:44:47 pm,9:00 pm,140,97.77714028
9434,135,0.09375,379,3.166666667,22,29206,09/24/24,886,FALSE,Tuesday,2,9:01:55 am,9:00 am,100,83.11957665
2365,190,0.131944444,3328,3.466666667,86,33017,08/03/2024,887,FALSE,Saturday,6,12:21:07 am,12:00 am,120,45.03374617
9434,198,0.1375,1960,3.75,12,29833,08/10/2024,888,FALSE,Saturday,6,12:49:12 pm,12:00 pm,40,56.55727241
2365,115,0.079861111,455,4.033333333,21,33334,08/15/24,889,FALSE,Thursday,4,2:02:42 am,2:00 am,40,91.86346912
6638,153,0.10625,966,4.333333333,24,32363,09/07/2024,890,FALSE,Saturday,6,1:39:08 pm,1:00 pm,120,37.91459845
4925,127,0.088194444,3277,4.616666667,67,32348,09/15/24,891,FALSE,Sunday,7,10:13:58 am,10:00 am,60,29.4884744
4925,153,0.10625,1537,4.9,18,36555,08/11/2024,892,FALSE,Sunday,7,10:58:25 am,10:00 am,100,42.03792133
2365,119,0.082638889,155,62.55,60,38410,09/15/24,893,FALSE,Sunday,7,4:47:30 pm,4:00 pm,40,53.72007973
1748,161,0.111805556,1908,63.88333333,87,26175,08/27/24,894,FALSE,Tuesday,2,9:29:01 pm,9:00 pm,60,84.92010481
7577,131,0.090972222,1615,20.28333333,45,26176,08/24/24,896,FALSE,Saturday,6,11:37:42 am,11:00 am,140,4.009240098
9434,192,0.133333333,624,31.55,42,36962,08/10/2024,897,FALSE,Saturday,6,5:35:47 pm,5:00 pm,80,83.86093183
2365,118,0.081944444,1991,0.066666667,74,25600,09/22/24,898,FALSE,Sunday,7,2:59:44 pm,2:00 pm,20,34.78719553
9434,167,0.115972222,1742,0.35,18,26101,09/23/24,899,TRUE,Monday,1,4:59:52 am,4:00 am,160,93.21503641
2365,154,0.106944444,2078,0.616666667,67,28367,09/22/24,900,TRUE,Sunday,7,1:35:51 pm,1:00 pm,80,58.46085217
6638,186,0.129166667,1569,0.916666667,59,28257,08/05/2024,901,TRUE,Monday,1,4:13:47 pm,4:00 pm,100,96.24667206
4925,148,0.102777778,3589,1.483333333,2,29933,09/10/2024,903,TRUE,Tuesday,2,7:45:00 pm,7:00 pm,60,78.98261883
2365,113,0.078472222,1378,1.766666667,24,33039,09/17/24,904,TRUE,Tuesday,2,1:20:04 am,1:00 am,180,13.76009439
7131,109,0.075694444,3566,2.5,95,34351,09/22/24,906,TRUE,Sunday,7,1:39:16 am,1:00 am,100,44.66790508
7577,197,0.136805556,2484,2.6,30,31476,09/10/2024,907,TRUE,Tuesday,2,12:50:43 pm,12:00 pm,100,12.36591323
9434,174,0.120833333,1109,2.916666667,90,34562,08/20/24,908,TRUE,Tuesday,2,9:12:22 pm,9:00 pm,160,27.83185656
2365,136,0.094444444,387,3.166666667,55,32976,09/25/24,909,TRUE,Wednesday,3,10:55:06 am,10:00 am,120,65.35572587
9434,182,0.126388889,60,62.55,74,27568,09/05/2024,910,FALSE,Thursday,4,2:04:55 am,2:00 am,80,83.35431192
2365,180,0.125,2289,63.88333333,96,31744,08/11/2024,911,FALSE,Sunday,7,5:43:55 am,5:00 am,80,47.31732736
6638,153,0.10625,1218,67.36666667,64,36809,09/25/24,912,FALSE,Wednesday,3,12:28:16 pm,12:00 pm,140,76.70447534
4925,130,0.090277778,2615,20.28333333,26,32692,09/21/24,913,FALSE,Saturday,6,1:41:29 am,1:00 am,120,93.42428876
4925,146,0.101388889,2960,31.55,71,34997,09/05/2024,914,FALSE,Thursday,4,1:49:43 am,1:00 am,60,4.564091112
1748,138,0.095833333,2677,20.61666667,61,37036,08/22/24,916,FALSE,Thursday,4,2:54:50 am,2:00 am,60,69.1557644
7577,149,0.103472222,2413,27.5,42,25736,08/13/24,918,FALSE,Tuesday,2,2:05:25 am,2:00 am,20,4.124026044
9434,140,0.097222222,3461,23.33333333,18,25521,08/22/24,919,FALSE,Thursday,4,4:49:41 pm,4:00 pm,160,58.52502609
2365,122,0.084722222,2805,50.95,71,25848,09/04/2024,920,FALSE,Wednesday,3,7:06:53 am,7:00 am,120,50.17334671
9434,104,0.072222222,1641,12.81666667,2,26804,08/24/24,921,FALSE,Saturday,6,11:28:03 pm,11:00 pm,140,95.11915694
2365,153,0.10625,52,26.15,30,29686,08/27/24,922,FALSE,Tuesday,2,10:07:53 pm,10:00 pm,80,89.14827918
4925,193,0.134027778,405,41.91666667,4,30842,08/01/2024,924,FALSE,Thursday,4,5:51:54 am,5:00 am,120,25.59440039
4925,113,0.078472222,2371,28.76666667,35,30660,09/11/2024,925,FALSE,Wednesday,3,5:57:07 am,5:00 am,60,27.65780772
1748,150,0.104166667,412,69.43333333,21,38585,08/13/24,927,FALSE,Tuesday,2,11:09:49 pm,11:00 pm,80,27.16053055
7131,125,0.086805556,1525,10.66666667,56,31209,09/10/2024,928,FALSE,Tuesday,2,11:32:37 pm,11:00 pm,100,3.41085676
7577,174,0.120833333,3109,8.033333333,54,36968,09/04/2024,929,FALSE,Wednesday,3,7:43:25 am,7:00 am,160,80.56612762
9434,112,0.077777778,2078,17,42,25734,08/14/24,930,FALSE,Wednesday,3,5:16:23 am,5:00 am,120,37.42035872
2365,193,0.134027778,2911,10.53333333,24,33514,08/08/2024,931,FALSE,Thursday,4,10:42:30 pm,10:00 pm,40,74.0971956
9434,181,0.125694444,900,71.76666667,97,26363,09/16/24,932,FALSE,Monday,1,6:21:58 am,6:00 am,120,4.080205452
2365,190,0.131944444,2368,26.41666667,75,36102,08/22/24,933,FALSE,Thursday,4,1:51:53 pm,1:00 pm,20,33.75880354
4925,123,0.085416667,1506,1.666666667,77,36197,08/31/24,935,FALSE,Saturday,6,8:38:05 pm,8:00 pm,120,54.56043626
4925,183,0.127083333,3493,81.91666667,41,26314,09/09/2024,936,FALSE,Monday,1,8:53:36 pm,8:00 pm,140,10.1583756
2365,140,0.097222222,163,55.53333333,92,33655,08/03/2024,937,FALSE,Saturday,6,6:19:52 pm,6:00 pm,40,35.00876939
1748,200,0.138888889,369,59.15,64,36539,08/01/2024,938,FALSE,Thursday,4,1:56:49 pm,1:00 pm,140,85.28814421
9434,165,0.114583333,2814,52.73333333,49,26046,08/11/2024,941,TRUE,Sunday,7,12:09:08 pm,12:00 pm,120,29.12164525
2365,117,0.08125,1442,56.25,82,25370,09/26/24,942,TRUE,Thursday,4,7:23:41 pm,7:00 pm,60,95.05660165
9434,121,0.084027778,950,32.26666667,52,37535,08/21/24,943,TRUE,Wednesday,3,7:51:07 am,7:00 am,80,51.4947485
2365,169,0.117361111,98,31.98333333,34,24573,09/27/24,944,TRUE,Friday,5,8:58:28 am,8:00 am,20,66.53180381
4925,173,0.120138889,972,31.13333333,70,30482,09/16/24,947,TRUE,Monday,1,2:39:01 am,2:00 am,60,24.99647096
1748,159,0.110416667,2853,30.56666667,74,30363,09/27/24,949,TRUE,Friday,5,2:57:22 pm,2:00 pm,40,62.18508238
7131,192,0.133333333,1917,30.28333333,56,31879,09/08/2024,950,TRUE,Sunday,7,4:58:33 am,4:00 am,40,9.612114777
7577,185,0.128472222,623,30,99,24978,08/28/24,951,TRUE,Wednesday,3,2:44:51 am,2:00 am,160,5.515794649
9434,148,0.102777778,1417,29.71666667,94,31466,09/25/24,952,TRUE,Wednesday,3,4:57:39 pm,4:00 pm,140,42.57829991
9434,100,0.069444444,3197,29.15,21,37659,08/29/24,954,TRUE,Thursday,4,5:04:40 pm,5:00 pm,160,14.99369633
6638,121,0.084027778,2198,28.58333333,49,38029,09/20/24,956,TRUE,Friday,5,11:14:19 am,11:00 am,20,96.3709453
2365,149,0.103472222,22,27.73333333,64,30819,08/13/24,959,TRUE,Tuesday,2,2:53:00 am,2:00 am,140,24.9857548
1748,106,0.073611111,1752,27.45,56,32436,08/25/24,960,FALSE,Sunday,7,11:25:10 am,11:00 am,160,99.15046156
7131,117,0.08125,2834,27.16666667,30,25881,09/18/24,961,FALSE,Wednesday,3,4:26:26 pm,4:00 pm,140,74.22797241
7577,188,0.130555556,428,26.88333333,39,29158,08/05/2024,962,FALSE,Monday,1,11:35:50 am,11:00 am,120,25.34391082
9434,120,0.083333333,1490,26.6,7,36533,09/17/24,963,FALSE,Tuesday,2,9:50:30 am,9:00 am,120,47.50585644
2365,159,0.110416667,1603,26.31666667,9,33911,08/01/2024,964,FALSE,Thursday,4,12:44:14 pm,12:00 pm,40,39.53392316
9434,180,0.125,1587,26.03333333,78,37964,08/07/2024,965,FALSE,Wednesday,3,12:39:30 pm,12:00 pm,80,30.18658239
2365,135,0.09375,2150,25.75,54,34664,08/02/2024,966,FALSE,Friday,5,2:55:19 pm,2:00 pm,80,89.30016868
6638,101,0.070138889,2611,25.46666667,29,34617,09/30/24,967,FALSE,Monday,1,5:08:21 am,5:00 am,180,82.22922125
4925,142,0.098611111,2389,25.18333333,41,37890,09/02/2024,968,FALSE,Monday,1,1:57:17 am,1:00 am,20,2.205923317
4925,158,0.109722222,1670,24.9,59,28738,08/13/24,969,FALSE,Tuesday,2,7:36:01 pm,7:00 pm,100,84.89604852
2365,180,0.125,1153,24.61666667,40,38025,09/23/24,970,FALSE,Monday,1,7:55:57 am,7:00 am,100,81.15938271
1748,118,0.081944444,2637,24.33333333,82,34241,09/02/2024,971,FALSE,Monday,1,5:18:52 am,5:00 am,100,62.22211504
7131,135,0.09375,2851,24.05,41,24620,08/03/2024,972,FALSE,Saturday,6,11:51:58 pm,11:00 pm,140,85.34543379
9434,175,0.121527778,72,23.48333333,9,33606,08/04/2024,974,FALSE,Sunday,7,4:30:06 pm,4:00 pm,100,23.63486548
9434,198,0.1375,1632,22.91666667,96,35201,08/22/24,976,FALSE,Thursday,4,10:04:10 pm,10:00 pm,40,66.77768693
2365,187,0.129861111,2963,22.61666667,87,33985,09/21/24,977,FALSE,Saturday,6,5:02:13 am,5:00 am,80,17.45802982
6638,125,0.086805556,492,22.33333333,4,29107,08/27/24,978,FALSE,Tuesday,2,11:04:19 pm,11:00 pm,60,46.07547927
4925,151,0.104861111,2837,21.76666667,47,31804,08/09/2024,980,FALSE,Friday,5,2:47:07 pm,2:00 pm,40,44.85061237
2365,124,0.086111111,1304,21.48333333,52,35587,09/08/2024,981,FALSE,Sunday,7,10:14:24 pm,10:00 pm,40,12.86522732
7131,107,0.074305556,2564,20.91666667,45,32369,09/19/24,983,FALSE,Thursday,4,9:26:36 pm,9:00 pm,40,80.97002498
7577,152,0.105555556,2639,20.63333333,21,28270,09/19/24,984,FALSE,Thursday,4,9:36:20 am,9:00 am,140,88.30408268
9434,116,0.080555556,1004,20.35,13,32625,09/21/24,985,FALSE,Saturday,6,2:38:10 pm,2:00 pm,100,36.98268768
9434,128,0.088888889,1127,19.78333333,61,24166,08/18/24,987,FALSE,Sunday,7,12:47:37 am,12:00 am,120,59.56724361
2365,141,0.097916667,1762,19.5,14,26786,09/27/24,988,FALSE,Friday,5,3:52:39 pm,3:00 pm,160,77.15325634
6638,131,0.090972222,1440,19.21666667,96,34096,08/21/24,989,FALSE,Wednesday,3,1:13:37 am,1:00 am,100,69.92620249
4925,168,0.116666667,3597,18.93333333,50,27486,09/12/2024,990,FALSE,Thursday,4,7:27:03 am,7:00 am,140,12.77410967
4925,179,0.124305556,3314,18.65,73,29679,09/09/2024,991,TRUE,Monday,1,6:06:05 pm,6:00 pm,160,3.4209614
2365,177,0.122916667,2117,18.36666667,29,33521,09/26/24,992,TRUE,Thursday,4,3:42:27 am,3:00 am,60,52.1448672
1748,131,0.090972222,1151,18.08333333,7,35935,09/19/24,993,TRUE,Thursday,4,12:03:59 pm,12:00 pm,120,30.26523521
7131,177,0.122916667,3228,17.8,88,29130,08/14/24,994,TRUE,Wednesday,3,11:47:31 am,11:00 am,80,14.1111166
7577,185,0.128472222,2042,17.51666667,66,38274,09/21/24,995,TRUE,Saturday,6,1:43:04 pm,1:00 pm,80,76.49840592
9434,153,0.10625,883,17.23333333,17,27114,08/25/24,996,TRUE,Sunday,7,12:04:58 pm,12:00 pm,120,83.71083096
6638,188,0.130555556,2319,16.1,2,33342,09/10/2024,1000,TRUE,Tuesday,2,11:14:52 pm,11:00 pm,120,30.45574308
4925,185,0.128472222,3586,15.81666667,55,34464,09/23/24,1001,TRUE,Monday,1,1:41:51 pm,1:00 pm,120,5.347688971
7131,184,0.127777778,868,14.68333333,39,25481,09/16/24,1005,TRUE,Monday,1,12:02:47 pm,12:00 pm,80,36.44726288
7577,179,0.124305556,526,14.4,45,32817,09/08/2024,1006,FALSE,Sunday,7,10:07:53 am,10:00 am,40,97.64890847
9434,119,0.082638889,2856,14.11666667,5,37766,08/01/2024,1007,FALSE,Thursday,4,8:44:18 pm,8:00 pm,60,4.702690027
9434,149,0.103472222,2150,13.55,75,27959,08/26/24,1009,FALSE,Monday,1,3:10:52 pm,3:00 pm,80,57.45683738
2365,187,0.129861111,2756,13.26666667,28,37743,09/24/24,1010,FALSE,Tuesday,2,9:34:12 am,9:00 am,160,94.82107011
7577,159,0.110416667,1017,41.98333333,62,29334,08/20/24,16,FALSE,Tuesday,2,12:02:08 pm,12:00 pm,60,94.31762091
2365,182,0.126388889,59,3.9,8,34031,08/28/24,172,FALSE,Wednesday,3,1:16:03 am,1:00 am,80,73.37931809
7577,159,0.110416667,1964,4.483333333,12,33836,09/24/24,313,FALSE,Tuesday,2,9:43:02 pm,9:00 pm,20,77.69831421
9434,158,0.109722222,3042,25.75,56,30416,08/28/24,602,FALSE,Wednesday,3,3:08:03 am,3:00 am,60,82.18014634
2365,137,0.095138889,1143,19.21666667,75,29245,09/02/2024,625,FALSE,Monday,1,11:43:02 pm,11:00 pm,80,4.559997
2365,118,0.081944444,632,51.38333333,5,29268,08/21/24,700,FALSE,Wednesday,3,10:55:56 am,10:00 am,80,21.82985566
7577,138,0.095833333,2016,23.76666667,71,26579,09/12/2024,973,FALSE,Thursday,4,3:32:44 am,3:00 am,100,86.09052253
2365,118,0.081944444,151,13.83333333,88,34742,08/03/2024,1008,FALSE,Saturday,6,5:23:12 pm,5:00 pm,140,72.3187943
4925,111,0.077083333,2037,78.68333333,74,27321,08/27/24,166,FALSE,Tuesday,2,10:51:03 am,10:00 am,60,20.71049975
9434,179,0.124305556,2930,22.91666667,62,26159,08/11/2024,248,FALSE,Sunday,7,11:56:40 am,11:00 am,140,36.59669452
4925,195,0.135416667,2112,6.183333333,65,32258,09/30/24,671,FALSE,Monday,1,6:45:24 am,6:00 am,60,86.97885855
1748,188,0.130555556,2538,2.2,36,36553,09/10/2024,685,FALSE,Tuesday,2,11:34:57 am,11:00 am,160,75.09896871
9434,153,0.10625,2677,8.033333333,47,28751,08/22/24,712,FALSE,Thursday,4,10:41:33 am,10:00 am,140,23.41868745
2365,172,0.119444444,3148,22.91666667,53,33694,09/29/24,794,FALSE,Sunday,7,9:24:25 am,9:00 am,60,41.81315885
7131,133,0.092361111,563,0.5,45,36850,09/06/2024,873,FALSE,Friday,5,7:55:21 pm,7:00 pm,40,48.15746233
4925,155,0.107638889,941,28.3,70,26861,09/13/24,957,FALSE,Friday,5,3:34:29 am,3:00 am,140,84.14297659
4925,165,0.114583333,983,62.55,79,21411,09/17/24,0,FALSE,Tuesday,2,7:41:21 pm,7:00 pm,40,42.97291651
9434,196,0.136111111,1733,13.55,74,35246,09/13/24,281,FALSE,Friday,5,4:52:17 am,4:00 am,80,35.47056152
7131,163,0.113194444,2308,11.28333333,1,30895,08/04/2024,653,FALSE,Sunday,7,7:05:08 pm,7:00 pm,120,54.16977431
2365,131,0.090972222,3584,30.85,67,25469,09/23/24,766,FALSE,Monday,1,4:41:18 pm,4:00 pm,160,76.92680941
1748,128,0.088888889,2089,16.38333333,98,27176,08/27/24,817,TRUE,Tuesday,2,7:22:32 am,7:00 am,140,52.06058827
4925,151,0.104861111,915,4.483333333,40,35184,08/27/24,859,TRUE,Tuesday,2,11:58:24 pm,11:00 pm,60,94.31999333
6638,200,0.138888889,210,31.7,90,30127,08/23/24,945,TRUE,Friday,5,4:29:25 pm,4:00 pm,60,65.78368935
2365,198,0.1375,129,29.43333333,47,33544,09/10/2024,953,TRUE,Tuesday,2,3:34:31 am,3:00 am,120,98.06659092
4925,101,0.070138889,758,28.76666667,93,36768,08/01/2024,561,TRUE,Thursday,4,1:43:26 pm,1:00 pm,40,19.17799261
1748,184,0.127777778,1632,10.66666667,49,26023,09/09/2024,564,TRUE,Monday,1,3:47:48 pm,3:00 pm,20,60.94318108
2365,134,0.093055556,332,24.33333333,81,25776,08/01/2024,607,FALSE,Thursday,4,8:44:42 am,8:00 am,20,29.71042201
4925,125,0.086805556,331,63.88333333,98,26571,08/29/24,694,FALSE,Thursday,4,2:41:59 am,2:00 am,80,49.09064969
9434,143,0.099305556,2819,20.61666667,11,28965,08/30/24,699,FALSE,Friday,5,12:05:51 pm,12:00 pm,100,72.07582424
7131,143,0.099305556,2987,16.1,43,33632,09/19/24,818,FALSE,Thursday,4,1:11:12 am,1:00 am,40,48.25913487
6638,153,0.10625,2938,3.45,78,29373,08/17/24,923,FALSE,Saturday,6,2:33:34 am,2:00 am,60,37.76186334
2365,192,0.133333333,1908,30.85,97,30442,09/12/2024,948,FALSE,Thursday,4,4:36:58 am,4:00 am,60,17.677447
6638,104,0.072222222,484,3.05,22,32752,08/01/2024,318,FALSE,Thursday,4,11:22:58 pm,11:00 pm,20,32.771728
2365,149,0.103472222,2377,0.783333333,51,38176,08/31/24,326,FALSE,Saturday,6,1:21:57 am,1:00 am,60,66.10874498
7577,143,0.099305556,2283,29.71666667,15,29263,09/29/24,588,FALSE,Sunday,7,9:46:18 am,9:00 am,80,97.53003527
2365,142,0.098611111,1040,29.15,66,36726,09/07/2024,590,FALSE,Saturday,6,2:35:06 pm,2:00 pm,120,80.38370982
7577,135,0.09375,152,23.48333333,93,30597,09/14/24,610,FALSE,Saturday,6,8:16:30 am,8:00 am,40,17.59376074
6638,147,0.102083333,2655,1.916666667,77,26572,08/05/2024,868,FALSE,Monday,1,12:59:33 am,12:00 am,140,87.49817749
7131,126,0.0875,1315,67.36666667,16,36540,08/02/2024,895,FALSE,Friday,5,6:50:47 pm,6:00 pm,160,74.11852887
2365,135,0.09375,412,78.68333333,67,24246,09/27/24,915,FALSE,Friday,5,1:32:27 pm,1:00 pm,80,99.3737157
4925,180,0.125,2198,20.61666667,32,31665,08/07/2024,188,FALSE,Wednesday,3,1:45:37 am,1:00 am,100,19.44234878
4925,153,0.10625,1456,81.91666667,18,37803,08/09/2024,572,FALSE,Friday,5,3:22:53 pm,3:00 pm,40,15.55526647
4925,119,0.082638889,985,18.36666667,57,37354,09/17/24,628,FALSE,Tuesday,2,6:33:22 pm,6:00 pm,40,28.50886858
1748,196,0.136111111,2747,11.56666667,47,33160,08/07/2024,652,FALSE,Wednesday,3,5:05:39 am,5:00 am,60,23.62483109
4925,137,0.095138889,2029,5.9,18,31062,09/04/2024,672,FALSE,Wednesday,3,4:09:49 pm,4:00 pm,160,91.77688622
2365,117,0.08125,1094,2.483333333,46,35235,08/07/2024,684,FALSE,Wednesday,3,4:16:09 pm,4:00 pm,140,73.7228037
2365,191,0.132638889,2864,67.36666667,97,37529,09/03/2024,695,FALSE,Tuesday,2,1:51:40 am,1:00 am,100,43.87982131
2365,176,0.122222222,507,55.53333333,5,28306,09/05/2024,755,FALSE,Thursday,4,4:48:44 pm,4:00 pm,80,53.17207511
7131,166,0.115277778,1345,51.38333333,3,31676,09/27/24,917,FALSE,Friday,5,5:47:05 pm,5:00 pm,60,46.80819568
4925,164,0.113888889,2632,28.01666667,60,29143,08/13/24,958,TRUE,Tuesday,2,7:06:53 am,7:00 am,40,82.64200059
6638,103,0.071527778,1692,10.53333333,33,33527,09/18/24,21,TRUE,Wednesday,3,1:44:27 am,1:00 am,180,81.5694572
7577,191,0.132638889,1602,55.53333333,32,27070,08/09/2024,27,TRUE,Friday,5,6:49:45 pm,6:00 pm,40,34.06899658
4925,148,0.102777778,17,29.15,29,37297,08/09/2024,44,TRUE,Friday,5,3:41:33 pm,3:00 pm,160,7.397290993
4925,200,0.138888889,599,28.86666667,28,37935,08/05/2024,45,TRUE,Monday,1,2:36:04 pm,2:00 pm,80,8.215273103
6638,144,0.1,1980,26.31666667,22,24987,08/24/24,54,TRUE,Saturday,6,3:43:51 pm,3:00 pm,140,86.53634705
4925,177,0.122916667,3431,26.03333333,84,34726,08/22/24,55,TRUE,Thursday,4,10:29:02 am,10:00 am,100,25.5202145
4925,126,0.0875,1480,25.75,93,33595,09/10/2024,56,TRUE,Tuesday,2,3:57:09 pm,3:00 pm,120,70.56938023
4925,172,0.119444444,1105,22.91666667,20,25576,08/05/2024,66,TRUE,Monday,1,3:24:08 am,3:00 am,60,66.15720721
4925,177,0.122916667,1661,22.61666667,13,33184,08/12/2024,67,TRUE,Monday,1,3:27:20 pm,3:00 pm,140,46.03616772
7577,105,0.072916667,1996,21.48333333,4,24884,08/28/24,71,TRUE,Wednesday,3,6:10:51 pm,6:00 pm,100,81.79811106
6638,191,0.132638889,1030,20.06666667,33,29445,09/12/2024,76,TRUE,Thursday,4,2:26:15 pm,2:00 pm,100,93.06286735
4925,136,0.094444444,3255,19.78333333,52,24540,09/03/2024,77,FALSE,Tuesday,2,6:19:48 pm,6:00 pm,160,70.32902288
4925,183,0.127083333,348,19.5,54,34447,09/16/24,78,FALSE,Monday,1,2:16:23 pm,2:00 pm,160,94.80266651
7577,114,0.079166667,1788,18.36666667,82,31127,08/25/24,82,FALSE,Sunday,7,4:34:37 pm,4:00 pm,160,88.69641034
6638,120,0.083333333,3004,16.95,83,35960,09/02/2024,87,FALSE,Monday,1,10:04:26 pm,10:00 pm,180,22.78476649
4925,173,0.120138889,220,16.66666667,25,25669,10/01/2024,88,FALSE,Tuesday,2,2:54:33 am,2:00 am,60,42.86133779
4925,190,0.131944444,687,16.38333333,34,33328,09/10/2024,89,FALSE,Tuesday,2,2:53:57 pm,2:00 pm,120,71.85771499
7577,159,0.110416667,444,15.25,86,35855,09/10/2024,93,FALSE,Tuesday,2,9:48:47 pm,9:00 pm,100,93.12706143
6638,130,0.090277778,3331,13.83333333,78,32474,08/25/24,98,FALSE,Sunday,7,7:26:38 am,7:00 am,120,95.84780663
4925,173,0.120138889,2781,13.55,3,26069,09/12/2024,99,FALSE,Thursday,4,4:09:56 am,4:00 am,40,60.45233543
4925,120,0.083333333,579,13.26666667,61,33781,09/15/24,100,FALSE,Sunday,7,1:56:30 am,1:00 am,80,69.81183321
7577,156,0.108333333,204,12.13333333,53,33793,08/09/2024,104,FALSE,Friday,5,1:37:34 pm,1:00 pm,60,6.69513963
6638,173,0.120138889,624,10.71666667,6,26958,08/23/24,109,FALSE,Friday,5,10:49:43 pm,10:00 pm,80,95.66614634
4925,199,0.138194444,3482,10.43333333,91,27553,09/25/24,110,FALSE,Wednesday,3,12:59:18 am,12:00 am,40,34.26052242
4925,118,0.081944444,1085,10.15,69,31772,09/03/2024,111,FALSE,Tuesday,2,9:48:39 am,9:00 am,20,56.33575345
7577,129,0.089583333,1191,63.88333333,39,28860,08/09/2024,148,FALSE,Friday,5,5:15:46 pm,5:00 pm,120,37.28247594
7577,147,0.102083333,2992,29.43333333,45,34135,09/20/24,225,FALSE,Friday,5,12:29:33 pm,12:00 pm,100,80.34914047
6638,150,0.104166667,1527,28.01666667,55,28543,08/19/24,230,FALSE,Monday,1,7:04:11 am,7:00 am,40,47.18609106
4925,142,0.098611111,2656,27.73333333,37,34783,09/30/24,231,FALSE,Monday,1,4:04:04 pm,4:00 pm,140,66.19418221
4925,158,0.109722222,989,27.45,80,37190,08/12/2024,232,FALSE,Monday,1,5:48:34 pm,5:00 pm,180,89.44250296
7577,117,0.08125,2236,26.31666667,63,36079,09/17/24,236,FALSE,Tuesday,2,5:28:51 am,5:00 am,160,26.35275122
6638,112,0.077777778,2161,24.9,97,27994,09/27/24,241,FALSE,Friday,5,3:45:06 pm,3:00 pm,20,94.28699873
